district,observation,isolation,total_hospitalized,hospitalized_today,active
Thiruvananthapuram,30,28,2,6,0
Kollam,24,22,2,0,0
Pathanamthitta,6,3,3,0,0
Idukki,8,8,0,0,0
Kottayam,41,41,0,0,0
Alappuzha,16,16,0,0,0
Ernakulam,105,103,2,0,0
Thrissur,58,52,6,2,0
Palakkad,8,7,1,2,0
Malappuram,34,32,2,0,0
Kozhikode,13,9,4,2,0
Wayanad,4,4,0,0,0
Kannur,31,30,1,0,0
Kasaragod,33,33,0,0,0
Total,411,388,23,12,0
