district,observation,isolation,total_hospitalized,hospitalized_today,active
Thiruvananthapuram,28,25,3,0,0
Kollam,28,25,3,0,0
Pathanamthitta,17,11,6,0,0
Idukki,10,10,0,0,0
Kottayam,64,64,0,1,0
Alappuzha,28,27,1,0,0
Ernakulam,131,129,2,13,0
Thrissur,95,83,12,0,0
Palakkad,17,14,3,0,0
Malappuram,55,50,5,0,0
Kozhikode,24,18,6,0,0
Wayanad,9,9,0,0,0
Kannur,40,35,5,0,0
Kasaragod,46,46,0,0,0
Total,592,546,46,14,0
