recovered,total_hospitalized,deaths,date,hospitalized_today,active,district,isolation,observation,confirmed
,26,,2020-6-10,2,26,Idukki,8194,8220,
22849,323,36,2021-2-16,38,3185,Idukki,8087,8410,26075
,0,,2020-3-21,0,1,Idukki,537,537,
,0,,2020-3-16,0,1,Idukki,92,92,
10362,341,13,2020-12-10,16,3033,Idukki,9201,9542,13410
8232,458,11,2020-11-23,47,2261,Idukki,14054,14512,10506
4589,419,7,2020-10-23,32,1706,Idukki,10166,10585,6304
18713,467,32,2021-1-31,11,4702,Idukki,9537,10004,23452
13662,318,20,2021-1-1,43,2954,Idukki,7455,7773,16639
4209,374,7,2020-10-18,36,1681,Idukki,11956,12330,5899
15389,481,29,2021-1-17,19,4706,Idukki,7228,7709,20129
7665,363,11,2020-11-18,35,2010,Idukki,14011,14374,9688
15572,508,29,2021-1-20,32,5167,Idukki,7460,7968,20773
,11,,2020-4-26,3,10,Idukki,1346,1357,
,3,,2020-5-26,1,2,Idukki,4687,4690,
,12,,2020-5-11,1,0,Idukki,1220,1232,
,8,,2020-4-11,0,1,Idukki,4363,4371,
,6,,2020-3-30,2,4,Idukki,2655,2661,
,2,,2020-5-7,0,1,Idukki,1093,1095,
,9,,2020-4-7,1,7,Idukki,4055,4064,
9585,420,12,2020-12-2,30,2528,Idukki,12060,12480,12127
11558,415,15,2020-12-19,47,3199,Idukki,7540,7955,14774
5914,357,9,2020-11-3,34,1551,Idukki,11640,11997,7476
2935,597,4,2020-10-3,44,1223,Idukki,10804,11401,4164
1077,312,3,2020-8-21,36,358,Idukki,3910,4222,1439
2131,531,3,2020-9-21,55,711,Idukki,7769,8300,2846
1855,495,3,2020-9-16,54,577,Idukki,6881,7376,2436
,251,,2020-8-16,30,279,Idukki,3997,4248,
,335,,2020-7-31,36,355,Idukki,3907,4242,
,257,,2020-8-7,36,271,Idukki,3859,4116,
1628,222,3,2020-9-7,21,273,Idukki,4844,5066,1905
2422,638,3,2020-9-26,66,912,Idukki,8079,8717,3339
1240,260,3,2020-8-26,9,349,Idukki,3785,4045,1593
,238,,2020-8-11,21,227,Idukki,3499,3737,
1718,358,3,2020-9-11,60,425,Idukki,5885,6243,2147
5023,412,9,2020-10-29,43,2034,Idukki,10774,11186,7068
8978,496,12,2020-11-29,67,2725,Idukki,13967,14463,11717
9512,422,12,2020-12-1,17,2401,Idukki,12384,12806,11927
,5,,2020-5-21,1,2,Idukki,3688,3693,
,5,,2020-4-21,1,0,Idukki,1775,1780,
,0,,2020-4-16,0,0,Idukki,3146,3146,
,5,,2020-5-16,1,1,Idukki,2568,2573,
12788,368,16,2020-12-28,12,3231,Idukki,7519,7887,16038
14720,443,25,2021-1-10,37,3872,Idukki,6601,7044,18621
17694,530,32,2021-1-27,28,4772,Idukki,8670,9200,22503
14286,422,23,2021-1-6,35,3294,Idukki,6664,7086,17606
3418,441,5,2020-10-9,58,1356,Idukki,12135,12576,4781
6463,458,9,2020-11-9,40,1808,Idukki,13862,14320,8282
,3,,2020-3-26,1,2,Idukki,1304,1307,
,12,,2020-5-30,6,7,Idukki,5487,5499,
,26,,2020-4-30,3,14,Idukki,1566,1592,
,0,,2020-3-11,0,0,Idukki,53,53,
,0,,2020-3-7,0,0,Idukki,11,11,
7946,432,11,2020-11-20,78,2090,Idukki,14330,14762,10049
4347,429,7,2020-10-20,46,1643,Idukki,11787,12216,5999
10797,345,14,2020-12-13,29,3097,Idukki,8821,9166,13910
10185,377,13,2020-12-8,52,2953,Idukki,10460,10837,13153
20110,450,35,2021-2-7,20,4680,Idukki,9287,9737,24830
21909,431,36,2021-2-11,33,3481,Idukki,9501,9932,25431
6909,453,9,2020-11-12,62,1861,Idukki,13843,14296,8781
3554,472,6,2020-10-12,49,1575,Idukki,13078,13550,5137
11690,385,15,2020-12-21,18,3347,Idukki,7699,8084,15054
,267,,2020-7-20,52,280,Idukki,5710,5977,
,41,,2020-6-20,6,36,Idukki,4119,4160,
,35,,2020-6-17,4,27,Idukki,4074,4109,
,186,,2020-7-17,21,193,Idukki,6046,6232,
,8,,2020-6-1,1,8,Idukki,5830,5838,
,49,,2020-7-1,1,48,Idukki,4373,4422,
,236,,2020-8-19,13,287,Idukki,3979,4215,
8462,453,11,2020-11-25,30,2391,Idukki,14813,15266,10866
,0,,2020-3-2,3,0,Idukki,5,5,
4729,414,7,2020-10-25,48,1919,Idukki,9838,10252,6657
2029,567,3,2020-9-19,117,654,Idukki,7137,7704,2687
11233,368,14,2020-12-16,42,2998,Idukki,7686,8054,14247
,0,,2020-3-14,0,0,Idukki,58,58,
,3,,2020-3-23,0,0,Idukki,640,643,
,6,,2020-5-29,1,4,Idukki,5264,5270,
,25,,2020-4-29,3,14,Idukki,1559,1584,
,9,,2020-4-8,0,5,Idukki,4246,4255,
,2,,2020-5-8,0,1,Idukki,1115,1117,
7480,449,11,2020-11-17,31,1946,Idukki,13674,14123,9439
,20,,2020-6-4,9,17,Idukki,6478,6498,
4078,494,7,2020-10-17,36,1650,Idukki,11894,12388,5737
,42,,2020-7-4,2,41,Idukki,4126,4168,
12553,367,16,2020-12-24,43,2985,Idukki,7881,8248,15557
,30,,2020-6-12,2,23,Idukki,8818,8848,
,104,,2020-7-12,6,112,Idukki,5761,5865,
,288,,2020-7-25,31,317,Idukki,4344,4632,
,56,,2020-6-25,7,54,Idukki,4424,4480,
15438,507,29,2021-1-18,50,4835,Idukki,7305,7812,20307
22632,396,36,2021-2-14,44,3292,Idukki,9185,9581,25965
18976,526,33,2021-2-2,55,4673,Idukki,9532,10058,23687
,245,,2020-8-14,19,298,Idukki,3924,4169,
1791,438,3,2020-9-14,50,536,Idukki,6589,7027,2331
13518,303,19,2020-12-31,38,2992,Idukki,7525,7828,16532
2228,590,3,2020-9-23,88,734,Idukki,7575,8165,2967
1142,305,3,2020-8-23,38,359,Idukki,3940,4245,1505
,329,,2020-8-2,24,358,Idukki,3965,4294,
1469,247,3,2020-9-2,13,285,Idukki,4112,4359,1758
,1,,2020-3-19,1,1,Idukki,479,480,
6117,12398,9,2020-11-5,55,1668,Idukki,385,12783,7796
3076,542,4,2020-10-5,55,1249,Idukki,11524,12066,4331
13993,370,21,2021-1-3,99,3098,Idukki,6538,6908,17115
15005,500,27,2021-1-15,49,4675,Idukki,7054,7554,19711
5128,369,9,2020-10-30,57,2005,Idukki,10991,11360,7144
,26,,2020-6-9,0,22,Idukki,7939,7965,
,75,,2020-7-9,28,85,Idukki,5188,5263,
9433,462,12,2020-11-30,51,2319,Idukki,12798,13260,11766
9842,419,12,2020-12-4,53,2752,Idukki,11215,11634,12608
,360,,2020-7-28,75,357,Idukki,4248,4608,
,47,,2020-6-28,2,46,Idukki,4483,4530,
,5,,2020-4-13,2,0,Idukki,3750,3755,
,4,,2020-5-13,2,0,Idukki,1303,1307,
,11,,2020-5-24,5,2,Idukki,4271,4282,
,10,,2020-4-24,6,4,Idukki,1409,1419,
,8,,2020-4-5,0,7,Idukki,3600,3608,
,5,,2020-5-5,2,1,Idukki,1591,1596,
38251,1651,132,2020-12-18,170,5864,Kottayam,10657,12308,44249
61803,1124,183,2021-2-1,306,5855,Kottayam,17030,18154,67847
2548,1245,3,2020-8-31,217,1466,Kottayam,13789,15034,4017
6739,2824,23,2020-10-2,169,4727,Kottayam,17275,20099,11489
,30,,2020-6-7,1,34,Kottayam,11858,11888,
18787,2114,49,2020-11-2,256,5476,Kottayam,16618,18732,24313
,114,,2020-7-7,9,118,Kottayam,8191,8305,
,371,,2020-7-26,86,414,Kottayam,9227,9598,
,95,,2020-6-26,4,114,Kottayam,8736,8831,
,41,,2020-6-11,1,47,Kottayam,13262,13303,
,122,,2020-7-11,8,141,Kottayam,8841,8963,
60698,1183,183,2021-1-30,439,6147,Kottayam,15691,16874,67034
27285,1529,79,2020-11-19,203,3771,Kottayam,18406,19935,31137
11769,2147,34,2020-10-19,295,6706,Kottayam,14872,17019,18509
31788,1867,109,2020-12-3,228,5130,Kottayam,9036,10903,37029
,0,,2020-3-1,0,0,Kottayam,28,28,
,5,,2020-3-20,0,2,Kottayam,1862,1867,
,8,,2020-3-17,1,2,Kottayam,1238,1246,
12744,2256,35,2020-10-22,259,7061,Kottayam,15621,17877,19840
28385,1619,82,2020-11-22,228,3869,Kottayam,18855,20474,32338
35169,1629,128,2020-12-11,146,5320,Kottayam,11429,13058,40619
,17,,2020-5-27,0,19,Kottayam,6647,6664,
,12,,2020-4-27,6,17,Kottayam,715,727,
,4,,2020-3-31,0,1,Kottayam,3254,3258,
,1,,2020-4-10,1,0,Kottayam,2584,2585,
,0,,2020-5-10,0,0,Kottayam,2066,2066,
,3,,2020-4-6,3,0,Kottayam,3219,3222,
,6,,2020-5-6,0,0,Kottayam,1618,1624,
53635,1285,172,2021-1-16,197,5486,Kottayam,12876,14161,59299
55248,1346,176,2021-1-21,224,6601,Kottayam,14113,15459,62031
4876,2300,8,2020-9-20,214,2777,Kottayam,18381,20681,7661
1664,793,2,2020-8-20,202,930,Kottayam,9529,10322,2596
,598,,2020-8-17,107,665,Kottayam,9604,10202,
4524,1884,3,2020-9-17,155,2372,Kottayam,18134,20018,6899
9473,1963,29,2020-10-10,114,5350,Kottayam,16390,18353,14852
23174,1890,56,2020-11-10,106,4634,Kottayam,19018,20908,27866
40643,1916,139,2020-12-23,202,6566,Kottayam,11841,13757,47351
,518,,2020-8-1,83,563,Kottayam,8867,9385,
2663,1257,3,2020-9-1,88,1413,Kottayam,14346,15603,4079
67349,1038,187,2021-2-9,173,4491,Kottayam,14930,15968,72033
56871,1396,178,2021-1-24,165,6881,Kottayam,14617,16013,63936
52046,1118,168,2021-1-13,248,5502,Kottayam,12029,13147,57721
47435,1241,158,2021-1-5,99,6054,Kottayam,10567,11808,53651
,63,,2020-6-19,6,68,Kottayam,7416,7479,
,227,,2020-7-19,20,241,Kottayam,9134,9361,
,4,,2020-4-3,1,0,Kottayam,3247,3251,
14159,1821,44,2020-10-27,121,7495,Kottayam,17633,19454,21699
29865,1769,95,2020-11-27,196,4337,Kottayam,14731,16500,34299
,18,,2020-5-3,0,18,Kottayam,1703,1721,
36363,1548,131,2020-12-14,185,5384,Kottayam,10501,12049,41880
,0,,2020-4-15,0,0,Kottayam,1824,1824,
,5,,2020-5-15,2,2,Kottayam,2687,2692,
,9,,2020-5-22,1,9,Kottayam,4940,4949,
,0,,2020-4-22,0,0,Kottayam,63,63,
10890,1928,31,2020-10-15,194,6051,Kottayam,15341,17269,16972
24923,1752,72,2020-11-15,212,4831,Kottayam,18348,20100,29828
42034,1854,143,2020-12-26,161,6518,Kottayam,12317,14171,48698
,484,,2020-8-4,44,494,Kottayam,8912,9396,
2966,1324,3,2020-9-4,166,1593,Kottayam,14310,15634,4562
,3,,2020-3-28,0,3,Kottayam,3276,3279,
,448,,2020-8-12,33,501,Kottayam,9067,9515,
3889,1758,3,2020-9-12,204,2106,Kottayam,17115,18873,5998
,4,,2020-3-9,4,0,Kottayam,79,83,
5724,2173,12,2020-9-25,214,3175,Kottayam,17045,19218,8911
2051,949,3,2020-8-25,90,1063,Kottayam,11401,12350,3117
,0,,2020-4-18,0,0,Kottayam,1312,1312,
,8,,2020-5-18,0,4,Kottayam,3780,3788,
8473,2398,28,2020-10-7,252,5075,Kottayam,16818,19216,13576
21767,2009,52,2020-11-7,206,5011,Kottayam,17574,19583,26831
,48,,2020-6-14,2,50,Kottayam,14325,14373,
,142,,2020-7-14,13,171,Kottayam,8018,8160,
,322,,2020-7-23,60,390,Kottayam,9532,9854,
,97,,2020-6-23,7,93,Kottayam,7623,7720,
,20,,2020-6-2,5,19,Kottayam,9304,9324,
,103,,2020-7-2,5,117,Kottayam,7103,7206,
59283,1331,183,2021-1-29,365,7075,Kottayam,14916,16247,66547
49065,1197,161,2021-1-8,159,5952,Kottayam,11150,12347,55183
63469,1176,184,2021-2-4,337,5847,Kottayam,14952,16128,69506
68459,1128,191,2021-2-12,127,4899,Kottayam,15211,16339,73556
,377,,2020-8-9,25,486,Kottayam,9459,9836,
,11,,2020-3-12,0,2,Kottayam,398,409,
3556,1459,3,2020-9-9,147,1835,Kottayam,16508,17967,5394
,7,,2020-3-25,1,5,Kottayam,2681,2688,
,0,,2020-3-4,5,0,Kottayam,42,42,
6132,2572,16,2020-9-28,238,3791,Kottayam,18032,20604,9939
2266,1128,3,2020-8-28,193,1300,Kottayam,11996,13124,3569
33489,1746,117,2020-12-6,267,4945,Kottayam,9688,11434,38553
4636,1948,3,2020-9-18,157,2485,Kottayam,18022,19970,7124
,0,,2020-3-3,0,0,Kottayam,41,41,
,592,,2020-8-18,91,704,Kottayam,8785,9377,
,10,,2020-3-15,1,2,Kottayam,863,873,
,6,,2020-3-22,1,2,Kottayam,2406,2412,
32876,1786,116,2020-12-5,215,5172,Kottayam,9626,11412,38166
17979,2015,48,2020-10-31,202,5605,Kottayam,17671,19686,23633
54237,1304,174,2021-1-19,113,6263,Kottayam,12564,13868,60680
69551,1055,192,2021-2-15,153,5003,Kottayam,15235,16290,74753
62640,1217,184,2021-2-3,352,6226,Kottayam,16265,17482,69056
7259,2806,23,2020-10-4,177,5023,Kottayam,17765,20571,12305
19898,2217,51,2020-11-4,259,5441,Kottayam,18005,20222,25391
,19,,2020-4-28,7,18,Kottayam,1021,1040,
,17,,2020-5-28,0,22,Kottayam,7185,7202,
,0,,2020-5-9,0,0,Kottayam,1654,1654,
,0,,2020-4-9,0,0,Kottayam,3205,3205,
43672,1447,151,2020-12-30,290,6941,Kottayam,10914,12361,50767
,106,,2020-7-5,6,121,Kottayam,8205,8311,
,27,,2020-6-5,4,31,Kottayam,11110,11137,
,137,,2020-7-13,13,151,Kottayam,8572,8709,
,49,,2020-6-13,4,48,Kottayam,14029,14078,
,89,,2020-6-24,7,96,Kottayam,7814,7903,
,327,,2020-7-24,81,371,Kottayam,9117,9444,
41621,1858,141,2020-12-25,105,6683,Kottayam,12505,14363,48448
11136,2013,31,2020-10-16,292,6237,Kottayam,16106,18119,17404
25606,1687,72,2020-11-16,159,4313,Kottayam,19109,20796,29993
4273,1814,3,2020-9-15,101,2232,Kottayam,18357,20171,6508
,568,,2020-8-15,110,581,Kottayam,9016,9584,
1849,849,2,2020-8-22,133,985,Kottayam,11184,12033,2836
5126,2264,8,2020-9-22,127,2852,Kottayam,17787,20051,7986
,7,,2020-3-18,0,2,Kottayam,1304,1311,
2849,1281,3,2020-9-3,148,1532,Kottayam,13716,14997,4384
,550,,2020-8-3,75,575,Kottayam,8447,8997,
,120,,2020-7-8,8,136,Kottayam,8466,8586,
,33,,2020-6-8,4,37,Kottayam,12298,12331,
,117,,2020-6-29,7,113,Kottayam,7696,7813,
,548,,2020-7-29,128,566,Kottayam,9291,9839,
,0,,2020-5-12,0,1,Kottayam,1291,1291,
,0,,2020-4-12,0,0,Kottayam,2278,2278,
,5,,2020-4-25,2,6,Kottayam,531,536,
,10,,2020-5-25,0,12,Kottayam,6077,6087,
,18,,2020-5-4,0,6,Kottayam,1724,1742,
37788,1643,132,2020-12-17,260,5789,Kottayam,10654,12297,43711
,4,,2020-4-4,3,0,Kottayam,3261,3265,
13433,2344,42,2020-10-24,403,7249,Kottayam,16497,18841,20724
29023,1605,87,2020-11-24,180,3966,Kottayam,16584,18189,33078
45429,1325,153,2021-1-2,149,6680,Kottayam,11521,12846,52265
56551,1376,177,2021-1-23,193,6580,Kottayam,14213,15589,63314
52475,1262,169,2021-1-14,217,5531,Kottayam,12363,13625,58180
34614,1669,125,2020-12-9,266,5206,Kottayam,11020,12689,39947
,113,,2020-6-30,3,110,Kottayam,8080,8193,
,521,,2020-7-30,31,546,Kottayam,9020,9541,
39128,1602,136,2020-12-20,131,6466,Kottayam,11699,13301,45732
3217,1347,3,2020-9-6,119,1656,Kottayam,15283,16630,4876
10569,1896,31,2020-10-13,224,5527,Kottayam,16459,18355,16127
,456,,2020-8-6,57,483,Kottayam,8587,9043,
24238,1909,66,2020-11-13,184,4831,Kottayam,17532,19441,29137
2184,1025,3,2020-8-27,135,1256,Kottayam,11372,12397,3443
6010,2449,13,2020-9-27,226,3703,Kottayam,18349,20798,9726
3662,1532,3,2020-9-10,168,1946,Kottayam,17109,18641,5611
,456,,2020-8-10,143,474,Kottayam,9252,9708,
22390,1988,52,2020-11-8,275,4794,Kottayam,18943,20931,27237
8848,1951,28,2020-10-8,240,4931,Kottayam,16392,18343,13807
50648,1184,166,2021-1-11,113,5604,Kottayam,12081,13265,56423
57874,1365,178,2021-1-26,108,6827,Kottayam,14404,15769,64885
48520,1280,158,2021-1-7,206,6039,Kottayam,10309,11589,54721
35556,1604,130,2020-12-12,169,5524,Kottayam,11394,12998,41212
12577,2183,34,2020-10-21,248,6897,Kottayam,14320,16503,19508
27857,1497,82,2020-11-21,256,4042,Kottayam,18143,19640,31983
,18,,2020-5-1,0,18,Kottayam,1566,1584,
,4,,2020-4-1,1,1,Kottayam,3278,3282,
,0,,2020-4-20,0,0,Kottayam,603,603,
,9,,2020-5-20,1,5,Kottayam,4321,4330,
,8,,2020-5-17,2,2,Kottayam,3447,3455,
,0,,2020-4-17,0,0,Kottayam,1363,1363,
,7,,2020-3-27,0,5,Kottayam,3200,3207,
,10,,2020-3-10,6,2,Kottayam,82,92,
,24,,2020-5-31,2,22,Kottayam,8579,8603,
,0,,2020-3-6,1,0,Kottayam,64,64,
43155,1467,147,2020-12-29,105,6920,Kottayam,11227,12694,50225
,78,,2020-6-21,14,88,Kottayam,7929,8007,
,262,,2020-7-21,49,298,Kottayam,8888,9150,
,179,,2020-7-16,29,188,Kottayam,8900,9079,
,56,,2020-6-16,3,60,Kottayam,6501,6557,
6565,2785,19,2020-10-1,250,4473,Kottayam,17828,20613,11057
18453,2292,48,2020-11-1,297,5565,Kottayam,16863,19155,24067
64985,1129,187,2021-2-6,218,5298,Kottayam,14652,15781,70476
30377,1760,96,2020-11-28,162,4453,Kottayam,13814,15574,34928
67583,1101,188,2021-2-10,141,4831,Kottayam,15532,16633,72608
15179,1901,44,2020-10-28,249,7069,Kottayam,18552,20453,22293
,216,,2020-7-18,39,232,Kottayam,8853,9069,
,57,,2020-6-18,4,69,Kottayam,7107,7164,
33843,1666,119,2020-12-7,169,4791,Kottayam,9610,11276,38755
,18,,2020-5-2,0,18,Kottayam,1647,1665,
,3,,2020-4-2,0,1,Kottayam,3301,3304,
,8,,2020-5-14,7,2,Kottayam,1884,1892,
,0,,2020-4-14,0,0,Kottayam,2280,2280,
,1,,2020-4-23,1,3,Kottayam,156,157,
,8,,2020-5-23,0,10,Kottayam,5544,5552,
66155,1104,187,2021-2-8,327,5130,Kottayam,14459,15563,71478
57310,1376,178,2021-1-25,244,6753,Kottayam,13919,15295,64247
51498,1049,167,2021-1-12,130,5462,Kottayam,11741,12790,57132
46728,1289,156,2021-1-4,187,6048,Kottayam,10700,11989,52936
21155,1790,51,2020-11-6,535,5124,Kottayam,11968,13758,26331
3087,1374,3,2020-9-5,185,1591,Kottayam,14915,16289,4681
8020,2550,28,2020-10-6,172,5038,Kottayam,17288,19838,13086
,457,,2020-8-5,26,496,Kottayam,9136,9593,
,3,,2020-3-29,0,3,Kottayam,3351,3354,
,0,,2020-3-8,0,0,Kottayam,77,77,
4014,1805,3,2020-9-13,158,2177,Kottayam,17866,19671,6194
,494,,2020-8-13,78,538,Kottayam,8508,9002,
1984,928,3,2020-8-24,106,1044,Kottayam,12205,13133,3031
5531,2135,8,2020-9-24,162,3050,Kottayam,17251,19386,8589
58644,1375,179,2021-1-28,424,7095,Kottayam,15228,16603,65924
49985,1176,163,2021-1-9,157,5604,Kottayam,11681,12857,55757
63935,1159,186,2021-2-5,233,5837,Kottayam,15352,16511,69964
68765,1087,192,2021-2-13,120,4968,Kottayam,15212,16299,73932
,8,,2020-5-19,0,4,Kottayam,4013,4021,
,0,,2020-4-19,0,0,Kottayam,1069,1069,
,156,,2020-7-15,25,183,Kottayam,8627,8783,
,57,,2020-6-15,12,60,Kottayam,6142,6199,
,93,,2020-6-22,19,97,Kottayam,8418,8511,
,286,,2020-7-22,39,336,Kottayam,9257,9543,
,104,,2020-7-3,9,118,Kottayam,7481,7585,
,18,,2020-6-3,4,24,Kottayam,9781,9799,
42273,1855,145,2020-12-27,115,6786,Kottayam,12501,14356,49207
24453,1824,72,2020-11-14,170,5035,Kottayam,17469,19293,29562
10712,1953,31,2020-10-14,325,5734,Kottayam,16126,18079,16477
3465,1398,3,2020-9-8,128,1730,Kottayam,15993,17391,5198
,11,,2020-3-13,2,2,Kottayam,725,736,
,453,,2020-8-8,48,403,Kottayam,9137,9590,
,6,,2020-3-24,0,5,Kottayam,2405,2411,
,0,,2020-3-5,0,0,Kottayam,59,59,
36803,1547,131,2020-12-15,125,5702,Kottayam,10174,11721,42638
29663,1789,91,2020-11-26,242,4197,Kottayam,15849,17638,33953
2386,1136,3,2020-8-29,124,1319,Kottayam,12589,13725,3708
6289,2575,18,2020-9-29,186,3968,Kottayam,18709,21284,10275
13923,2352,44,2020-10-26,220,7336,Kottayam,17096,19448,21304
40113,1818,138,2020-12-22,368,6456,Kottayam,11805,13623,46709
23527,1956,62,2020-11-11,214,4855,Kottayam,18509,20465,28446
9634,2078,31,2020-10-11,294,5604,Kottayam,15750,17828,15269
2458,1188,3,2020-8-30,138,1470,Kottayam,13190,14378,3931
6417,2647,19,2020-9-30,179,4281,Kottayam,18518,21165,10717
,107,,2020-7-6,10,116,Kottayam,7682,7789,
,29,,2020-6-6,2,33,Kottayam,11434,11463,
,106,,2020-6-27,18,120,Kottayam,6714,6820,
,418,,2020-7-27,66,459,Kottayam,9285,9703,
,130,,2020-7-10,6,132,Kottayam,8432,8562,
,41,,2020-6-10,0,44,Kottayam,12868,12909,
70250,1034,192,2021-2-16,173,4775,Kottayam,15790,16824,75224
,5,,2020-3-21,0,2,Kottayam,2129,2134,
,9,,2020-3-16,2,2,Kottayam,1025,1034,
34926,1635,126,2020-12-10,202,5239,Kottayam,11958,13593,40293
28560,1597,85,2020-11-23,212,3970,Kottayam,17792,19389,32617
12916,2291,40,2020-10-23,188,7310,Kottayam,14905,17196,20266
61122,1197,183,2021-1-31,263,6234,Kottayam,16092,17289,67545
44536,1362,153,2021-1-1,221,7033,Kottayam,11134,12496,51725
11569,2091,34,2020-10-18,233,6726,Kottayam,15494,17585,18329
54002,1286,173,2021-1-17,179,5517,Kottayam,13246,14532,59698
26883,1559,77,2020-11-18,223,3833,Kottayam,18878,20437,30795
54551,1358,175,2021-1-20,260,6652,Kottayam,13787,15145,61384
,6,,2020-4-26,1,11,Kottayam,644,650,
,18,,2020-5-26,8,19,Kottayam,6466,6484,
,0,,2020-5-11,0,0,Kottayam,1075,1075,
,4,,2020-4-11,3,0,Kottayam,2589,2593,
,4,,2020-3-30,1,3,Kottayam,3356,3360,
,0,,2020-5-7,0,0,Kottayam,1780,1780,
,4,,2020-4-7,1,0,Kottayam,3332,3336,
31411,1919,109,2020-12-2,250,5170,Kottayam,8712,10631,36692
38713,1632,134,2020-12-19,205,5978,Kottayam,11235,12867,44827
19428,2118,51,2020-11-3,169,5340,Kottayam,16776,18894,24820
6941,2903,23,2020-10-3,336,4867,Kottayam,18063,20966,11831
1757,819,2,2020-8-21,121,973,Kottayam,10185,11004,2732
5012,2207,8,2020-9-21,217,2797,Kottayam,18026,20233,7817
4404,1850,3,2020-9-16,156,2288,Kottayam,18201,20051,6695
,542,,2020-8-16,40,620,Kottayam,9329,9871,
,488,,2020-7-31,35,574,Kottayam,8473,8961,
,435,,2020-8-7,52,449,Kottayam,8895,9330,
3332,1394,3,2020-9-7,195,1695,Kottayam,15370,16764,5030
5887,2192,12,2020-9-26,185,3401,Kottayam,17912,20104,9300
2110,976,3,2020-8-26,91,1141,Kottayam,11112,12088,3254
,445,,2020-8-11,45,448,Kottayam,9660,10105,
3751,1660,3,2020-9-11,219,2078,Kottayam,17680,19340,5832
16229,1996,44,2020-10-29,273,6408,Kottayam,17703,19699,22682
30592,1862,101,2020-11-29,307,4632,Kottayam,12651,14513,35327
31147,1776,106,2020-12-1,150,4900,Kottayam,10597,12373,36155
,8,,2020-5-21,1,7,Kottayam,4733,4741,
,0,,2020-4-21,0,0,Kottayam,571,571,
,0,,2020-4-16,0,0,Kottayam,1782,1782,
,8,,2020-5-16,3,2,Kottayam,3096,3104,
42574,1681,145,2020-12-28,197,6726,Kottayam,11762,13443,49448
50455,1198,166,2021-1-10,191,5476,Kottayam,12107,13305,56102
58162,1422,178,2021-1-27,224,7056,Kottayam,14934,16356,65402
48171,1206,158,2021-1-6,247,5873,Kottayam,10518,11724,54206
9300,1930,29,2020-10-9,118,5000,Kottayam,15686,17616,14329
22813,1869,52,2020-11-9,230,4573,Kottayam,19505,21374,27440
,7,,2020-3-26,0,5,Kottayam,2896,2903,
,22,,2020-5-30,0,22,Kottayam,8407,8429,
,18,,2020-4-30,0,18,Kottayam,1375,1393,
,12,,2020-3-11,2,2,Kottayam,231,243,
,0,,2020-3-7,0,0,Kottayam,71,71,
27586,1537,80,2020-11-20,182,3892,Kottayam,18298,19835,31560
12173,2118,34,2020-10-20,111,6775,Kottayam,14488,16606,18982
36011,1593,130,2020-12-13,212,5485,Kottayam,11751,13344,41628
34303,1598,125,2020-12-8,104,5020,Kottayam,10794,12392,39450
65694,1153,187,2021-2-7,276,5228,Kottayam,14934,16087,71115
68085,1162,191,2021-2-11,198,4708,Kottayam,14633,15795,72991
23921,1918,63,2020-11-12,277,4804,Kottayam,17966,19884,28790
10089,2093,31,2020-10-12,211,5531,Kottayam,16662,18755,15651
39639,1582,138,2020-12-21,232,6170,Kottayam,11179,12761,45949
,233,,2020-7-20,28,270,Kottayam,8989,9222,
,68,,2020-6-20,7,80,Kottayam,7784,7852,
,61,,2020-6-17,7,60,Kottayam,6836,6897,
,184,,2020-7-17,14,219,Kottayam,8586,8770,
,22,,2020-6-1,0,19,Kottayam,8873,8895,
,116,,2020-7-1,4,108,Kottayam,8084,8200,
,631,,2020-8-19,100,854,Kottayam,9036,9667,
29459,1704,90,2020-11-25,260,3977,Kottayam,15335,17039,33528
,0,,2020-3-2,2,0,Kottayam,35,35,
13732,2342,43,2020-10-25,264,7335,Kottayam,16739,19081,21110
4755,2003,3,2020-9-19,170,2629,Kottayam,17924,19927,7387
37212,1653,131,2020-12-16,325,5861,Kottayam,10707,12360,43206
,11,,2020-3-14,1,2,Kottayam,791,802,
,7,,2020-3-23,1,4,Kottayam,2492,2499,
,23,,2020-5-29,6,22,Kottayam,7942,7965,
,18,,2020-4-29,0,18,Kottayam,1238,1256,
,3,,2020-4-8,0,0,Kottayam,2549,2552,
,0,,2020-5-8,0,0,Kottayam,1792,1792,
26107,1649,73,2020-11-17,93,4240,Kottayam,18800,20449,30422
,24,,2020-6-4,6,29,Kottayam,10666,10690,
11353,2048,34,2020-10-17,235,6428,Kottayam,15671,17719,17815
,114,,2020-7-4,17,116,Kottayam,7756,7870,
41136,1872,141,2020-12-24,166,6569,Kottayam,12296,14168,47849
,47,,2020-6-12,7,49,Kottayam,13690,13737,
,139,,2020-7-12,19,153,Kottayam,9133,9272,
,327,,2020-7-25,51,397,Kottayam,8946,9273,
,96,,2020-6-25,10,96,Kottayam,8126,8222,
54111,1308,174,2021-1-18,143,5715,Kottayam,12788,14096,60006
69062,1081,192,2021-2-14,172,5203,Kottayam,15187,16268,74464
62299,1170,183,2021-2-2,151,5980,Kottayam,16766,17936,68468
,504,,2020-8-14,59,585,Kottayam,8801,9305,
4135,1847,3,2020-9-14,164,2178,Kottayam,18568,20415,6316
44056,1500,151,2020-12-31,201,7038,Kottayam,10886,12386,51248
5401,2087,8,2020-9-23,132,2839,Kottayam,17668,19755,8248
1921,898,2,2020-8-23,113,1019,Kottayam,11444,12342,2942
