district,observation,isolation,total_hospitalized,hospitalized_today,active
Thiruvananthapuram,2774,2715,59,9,0
Kollam,1796,1778,18,3,3
Pathanamthitta,130,124,6,3,1
Idukki,1615,1598,17,0,1
Kottayam,1742,1724,18,0,6
Alappuzha,1325,1312,13,9,0
Ernakulam,889,864,25,0,0
Thrissur,890,879,11,0,0
Palakkad,3052,3005,47,15,1
Malappuram,1661,1640,21,10,0
Kozhikode,1029,999,30,6,0
Wayanad,900,890,10,4,1
Kannur,2550,2478,72,2,18
Kasaragod,1371,1346,25,1,3
Total,21724,21352,372,62,34
