district,observation,isolation,total_hospitalized,hospitalized_today,active,
Thiruvananthapuram,33,29,4,2,0
Kollam,40,37,3,0,0
Pathanamthitta,36,26,10,0,3
Idukki,12,12,0,0,0
Kottayam,77,77,0,0,0
Alappuzha,39,36,3,0,0
Ernakulam,147,141,6,0,0
Thrissur,117,97,20,0,0
Palakkad,17,12,5,9,0
Malappuram,48,33,15,3,0
Kozhikode,46,41,5,0,0
Wayanad,10,9,1,0,0
Kannur,54,43,11,0,0
Kasaragod,56,55,1,0,0
Total,732,648,84,14,3
