district,observation,isolation,total_hospitalized,hospitalized_today,active
Thiruvananthapuram,1449,1406,43,16,4
Kollam,368,355,13,0,0
Pathanamthitta,1638,1609,29,4,9
Idukki,75,75,0,0,1
Kottayam,873,863,10,1,2
Alappuzha,533,523,10,0,0
Ernakulam,613,581,32,10,3
Thrissur,1574,1526,48,8,1
Palakkad,179,151,28,9,0
Malappuram,242,225,17,7,0
Kozhikode,2683,2676,7,4,0
Wayanad,146,144,2,2,0
Kannur,305,261,44,7,1
Kasaragod,266,260,6,0,0
Total,10944,10655,289,68,21
